Date,Bitcoin (BTC),Ethereum (ETH),BNB Chain (BNB),Cardano (ADA),Solana (SOL),Terra (LUNA),Avalanche (AVAX),Polkadot (DOT),Polygon (MATIC),Cosmos (ATOM),Algorand (ALGO),NEAR (NEAR)
2021-06-22,2.85,4.96,8.49,10.8,11.64,14.76,2.54,3.51,62.58,1.57,2.27,1.82
2021-06-23,2.95,5.19,9.6,11.68,13.31,16.21,2.75,3.77,68.42,1.68,2.54,1.83
2021-06-24,3.03,5.25,10.0,12.7,13.45,17.08,2.76,3.87,69.92,1.81,2.66,1.85
2021-06-25,2.76,4.77,9.1,11.69,12.36,15.76,2.46,3.44,60.45,1.58,2.41,1.62
2021-06-26,2.83,4.83,9.06,11.69,12.82,16.24,2.48,3.47,62.63,1.67,2.47,1.61
2021-06-27,3.04,5.23,9.43,12.49,13.77,16.91,2.63,3.58,64.8,1.76,2.55,1.68
2021-06-28,3.02,5.5,9.4,12.38,14.25,17.28,2.72,3.77,65.19,1.9,2.57,1.69
2021-06-29,3.14,5.71,9.74,12.81,14.66,18.76,2.87,3.89,68.15,2.03,2.7,1.79
2021-06-30,3.07,6.0,9.84,12.93,15.33,20.49,2.87,3.92,67.97,2.1,2.69,1.79
2021-07-01,2.93,5.56,9.32,12.43,14.37,18.37,2.69,3.62,62.39,1.93,2.54,1.77
2021-07-02,2.95,5.62,9.36,12.55,14.58,18.68,2.7,3.67,63.93,1.97,2.56,1.8
2021-07-03,3.03,5.88,9.66,13.11,14.89,18.13,2.77,3.71,65.03,2.06,2.67,1.93
2021-07-04,3.09,6.13,9.97,13.64,14.81,18.6,2.97,3.82,66.72,2.15,2.68,1.96
2021-07-05,2.95,5.8,9.79,13.1,14.21,18.78,2.89,3.64,64.0,2.36,2.66,1.85
2021-07-06,2.99,6.13,10.36,13.21,14.78,20.38,3.21,3.85,65.73,2.29,2.78,1.93
2021-07-07,2.96,6.11,10.62,13.11,15.84,22.17,3.15,4.03,65.62,2.26,2.76,1.97
2021-07-08,2.88,5.58,10.05,12.39,14.31,20.93,2.91,3.66,60.56,2.08,2.65,1.79
2021-07-09,2.96,5.66,10.27,12.6,14.38,25.29,3.02,3.74,61.17,2.3,2.76,1.79
2021-07-10,2.93,5.57,10.24,12.47,13.69,24.63,2.89,3.65,59.9,2.52,2.72,1.81
2021-07-11,3.0,5.65,10.43,12.59,13.89,26.32,2.99,3.7,60.62,2.45,2.72,1.85
2021-07-12,2.9,5.36,10.24,12.25,13.29,24.55,2.92,3.54,57.84,2.27,2.65,1.79
2021-07-13,2.86,5.12,10.01,11.81,12.58,22.22,2.86,3.39,55.0,2.11,2.67,1.66
2021-07-14,2.87,5.27,10.03,11.8,13.54,21.64,2.83,3.3,54.06,2.05,2.62,1.7
2021-07-15,2.79,5.06,10.24,11.44,12.33,20.81,2.74,3.13,51.13,2.0,2.54,1.65
2021-07-16,2.75,4.95,9.82,10.93,11.35,20.5,2.6,2.87,47.2,1.95,2.39,1.57
2021-07-17,2.76,5.01,9.74,10.95,11.57,20.28,2.63,2.94,46.62,1.92,2.39,1.66
2021-07-18,2.78,4.99,9.79,11.03,11.52,20.25,2.57,3.02,46.17,1.92,2.43,1.63
2021-07-19,2.7,4.8,9.09,10.48,10.58,18.64,2.45,2.74,42.64,1.74,2.29,1.48
2021-07-20,2.61,4.71,8.57,9.85,10.13,18.32,2.32,2.62,40.07,1.65,2.12,1.44
2021-07-21,2.81,5.27,9.5,10.93,11.51,20.63,2.51,2.95,51.69,1.83,2.35,1.56
2021-07-22,2.83,5.34,9.51,11.07,11.96,22.9,2.6,3.14,51.2,1.99,2.43,1.65
2021-07-23,2.94,5.61,9.7,11.28,12.32,24.64,2.66,3.2,55.19,2.0,2.46,1.66
2021-07-24,3.0,5.77,9.78,11.52,12.36,26.47,2.68,3.29,55.18,1.99,2.52,1.83
2021-07-25,3.1,5.78,9.81,11.48,12.2,25.79,2.7,3.28,54.66,2.0,2.72,1.85
2021-07-26,3.26,5.88,9.85,11.72,12.17,26.56,2.76,3.33,59.02,1.99,2.59,1.84
2021-07-27,3.45,6.07,10.16,11.95,12.14,29.71,2.87,3.43,60.52,2.04,2.61,1.91
2021-07-28,3.5,6.07,10.17,12.02,12.04,34.26,2.96,3.47,59.22,2.02,2.59,1.9
2021-07-29,3.5,6.29,10.28,12.0,13.5,34.5,2.99,3.64,59.8,2.06,2.58,1.93
2021-07-30,3.7,6.5,10.46,12.24,13.98,33.88,3.12,3.77,62.05,2.12,2.6,1.99
2021-07-31,3.63,6.68,10.78,12.32,15.87,33.53,3.26,4.01,63.01,2.2,2.56,2.05
2021-08-01,3.49,6.75,10.78,12.28,14.76,37.36,3.09,4.4,61.06,2.15,2.48,2.04
2021-08-02,3.43,6.88,10.72,12.22,14.33,38.48,3.12,4.3,60.82,2.18,2.49,2.01
2021-08-03,3.34,6.62,10.48,12.78,14.73,46.1,3.02,4.16,59.47,2.11,2.5,2.0
2021-08-04,3.48,7.19,10.85,12.85,15.44,45.3,3.29,4.57,61.28,2.23,2.52,2.1
2021-08-05,3.58,7.47,10.95,12.95,16.14,45.47,3.33,4.57,61.98,2.27,2.59,2.15
2021-08-06,3.75,7.63,11.1,13.09,17.07,45.33,3.55,4.88,62.89,2.37,2.61,2.16
2021-08-07,3.9,8.35,11.55,13.76,17.05,45.68,3.81,5.01,67.89,2.45,2.67,2.38
2021-08-08,3.84,7.96,11.08,13.32,16.27,41.91,3.57,4.7,62.92,2.29,2.52,2.19
2021-08-09,4.05,8.34,11.49,13.77,16.7,43.51,3.89,4.91,65.54,2.38,2.61,2.3
2021-08-10,3.99,8.29,12.05,15.66,17.56,52.14,3.95,4.92,67.28,2.46,2.69,2.44
2021-08-11,3.99,8.35,12.68,16.76,17.98,52.98,4.02,5.1,79.79,2.54,2.78,2.54
2021-08-12,3.89,8.04,12.5,17.11,17.75,51.83,3.99,4.96,76.9,2.46,2.7,2.86
2021-08-13,4.19,8.77,13.32,19.97,19.37,55.59,4.34,5.43,87.89,2.65,2.91,2.92
2021-08-14,4.12,8.62,13.25,20.44,19.07,54.31,4.35,5.46,83.92,2.72,2.84,2.78
2021-08-15,4.11,8.74,13.43,20.25,23.12,60.18,4.51,5.53,85.36,2.78,3.04,2.76
2021-08-16,4.02,8.31,13.49,19.36,26.84,68.45,4.59,5.84,82.66,2.76,2.89,2.96
2021-08-17,3.91,7.95,13.02,17.96,27.7,79.03,5.64,5.62,78.49,2.79,2.69,3.19
2021-08-18,3.91,7.96,12.84,19.65,31.39,95.93,7.21,5.7,77.59,3.13,2.81,3.79
2021-08-19,4.09,8.4,13.97,22.79,31.43,91.83,7.38,6.35,85.5,3.26,3.18,3.83
2021-08-20,4.32,8.67,14.74,22.93,33.97,95.7,9.41,6.72,90.15,3.3,3.47,3.77
2021-08-21,4.28,8.51,14.55,22.75,31.91,86.0,10.52,6.66,92.16,3.87,3.51,5.29
2021-08-22,4.31,8.55,14.55,25.3,31.38,87.39,10.5,6.61,94.46,3.81,3.53,4.67
2021-08-23,4.33,8.77,16.18,27.23,32.67,93.43,11.17,6.66,94.51,3.81,3.54,4.69
2021-08-24,4.17,8.37,15.28,25.39,30.47,92.5,13.35,5.99,85.75,3.41,3.16,4.31
2021-08-25,4.29,8.52,16.31,25.58,31.09,93.86,11.11,6.21,88.86,3.5,3.25,4.77
2021-08-26,4.1,8.16,15.5,23.61,32.33,84.21,9.93,5.71,79.81,3.13,3.02,4.16
2021-08-27,4.3,8.64,16.03,27.52,38.02,101.96,12.06,6.34,88.34,3.57,3.25,4.55
2021-08-28,4.28,8.57,15.76,26.6,41.56,109.43,12.07,6.2,84.87,3.72,3.17,4.89
2021-08-29,4.27,8.51,15.56,26.63,40.71,103.93,11.4,6.14,82.56,3.7,3.12,4.74
2021-08-30,4.11,8.52,14.92,25.54,47.62,104.42,9.96,6.22,76.73,3.87,3.11,4.55
2021-08-31,4.12,9.05,15.04,25.85,46.77,98.53,9.5,7.49,77.77,4.0,3.39,4.52
2021-09-01,4.27,10.1,15.86,26.8,47.82,99.15,10.22,7.93,85.51,4.44,3.54,4.7
2021-09-02,4.31,9.99,15.68,27.65,55.39,102.43,11.44,7.59,84.07,4.21,3.49,4.69
2021-09-03,4.38,10.39,15.83,27.69,63.23,99.05,11.04,8.02,84.75,4.21,3.72,5.27
2021-09-04,4.37,10.26,16.13,26.44,60.01,98.03,11.34,7.74,101.16,4.26,3.68,5.19
2021-09-05,4.53,10.43,16.37,27.19,61.35,107.62,11.58,8.23,97.76,4.49,4.01,5.25
2021-09-06,4.61,10.37,16.08,26.46,70.94,100.93,11.32,8.21,95.6,4.38,4.45,5.21
2021-09-07,4.1,9.07,13.57,23.49,74.91,87.17,9.12,6.68,79.28,3.68,3.89,7.41
2021-09-08,4.03,9.24,13.45,23.06,82.48,92.0,8.89,6.63,77.6,3.61,5.84,8.88
2021-09-09,4.06,9.04,13.65,23.51,81.12,95.54,9.8,7.13,79.55,4.68,7.02,8.32
2021-09-10,3.93,8.47,13.01,22.25,77.52,135.36,11.85,6.97,75.82,5.13,6.14,8.48
2021-09-11,3.95,8.62,13.13,24.62,77.32,122.38,13.71,7.54,76.54,4.77,6.08,7.74
2021-09-12,4.03,8.98,13.49,24.09,75.26,122.53,14.23,8.55,77.23,6.09,7.25,7.65
2021-09-13,3.93,8.67,12.94,22.43,73.27,116.12,12.78,8.32,72.58,6.25,6.6,7.01
2021-09-14,4.12,9.07,13.43,22.38,68.56,111.43,12.38,8.93,76.71,5.97,6.22,7.36
2021-09-15,4.21,9.54,13.98,23.39,68.56,114.64,13.91,8.71,82.37,5.95,6.14,7.9
2021-09-16,4.18,9.42,13.75,22.57,65.72,116.92,16.25,8.48,80.48,6.47,6.22,7.46
2021-09-17,4.14,8.97,13.18,21.94,63.71,107.53,16.85,7.89,82.7,5.84,5.87,7.11
2021-09-18,4.23,9.07,13.31,22.13,73.09,108.55,16.59,8.33,79.44,7.11,6.31,7.75
2021-09-19,4.13,8.78,13.24,21.31,65.99,102.8,16.84,8.08,76.47,7.73,6.02,8.6
2021-09-20,3.76,7.85,11.79,19.42,57.29,85.9,13.78,6.76,65.99,5.93,5.1,6.57
2021-09-21,3.56,7.3,11.16,18.54,53.63,78.46,14.18,6.3,60.88,5.31,4.8,5.72
2021-09-22,3.81,8.12,12.29,21.08,63.96,103.63,17.8,7.55,71.58,6.93,5.63,6.64
2021-09-23,3.93,8.32,12.43,21.74,64.75,112.95,18.38,7.98,71.26,7.24,6.11,7.84
2021-09-24,3.75,7.73,11.51,21.28,60.13,125.44,17.4,7.36,65.54,7.43,5.45,6.81
2021-09-25,3.74,7.72,11.34,21.48,58.78,118.28,16.42,7.13,65.24,6.89,5.28,6.51
2021-09-26,3.78,8.08,11.15,20.61,58.6,108.35,16.06,6.89,65.35,6.95,5.42,6.23
2021-09-27,3.69,7.72,10.87,19.89,58.88,114.88,15.95,6.62,63.08,6.49,5.1,5.89
2021-09-28,3.59,7.4,10.79,19.02,57.09,103.51,14.79,6.28,61.07,5.88,4.77,5.49
2021-09-29,3.63,7.52,11.91,19.28,58.4,106.58,15.73,6.51,63.9,5.91,4.9,5.68
2021-09-30,3.84,7.92,12.56,19.75,61.04,121.22,16.02,6.83,65.55,6.32,4.96,5.92
2021-10-01,4.22,8.74,13.66,21.06,69.8,117.93,16.27,7.63,73.64,6.61,5.41,6.69
2021-10-02,4.17,8.94,13.85,20.99,72.98,129.56,16.61,7.65,75.22,6.74,5.4,6.67
2021-10-03,4.22,9.02,13.96,21.03,74.71,133.56,16.52,7.67,77.18,6.77,6.05,6.87
2021-10-04,4.31,8.94,13.82,20.46,72.18,146.08,15.69,7.44,74.19,6.42,5.92,6.52
2021-10-05,4.51,9.28,14.33,20.85,71.09,139.5,15.53,7.5,76.49,6.41,5.95,6.83
2021-10-06,4.84,9.43,14.1,20.63,66.45,131.2,14.43,7.69,73.12,6.13,5.53,6.66
2021-10-07,4.71,9.47,14.21,21.26,66.62,145.23,14.79,8.12,74.23,6.4,5.77,7.08
2021-10-08,4.72,9.4,13.58,20.89,68.58,135.07,14.54,7.97,78.2,6.11,5.79,6.93
2021-10-09,4.81,9.43,13.67,21.18,67.72,132.64,14.58,8.68,78.62,6.14,5.77,6.87
2021-10-10,4.79,9.01,13.1,20.44,63.74,122.53,13.59,8.22,72.4,5.66,5.39,6.32
2021-10-11,5.03,9.35,13.39,20.27,62.54,122.25,13.29,8.15,72.26,5.59,5.23,6.34
2021-10-12,4.9,9.21,14.39,19.77,65.79,117.31,13.06,8.4,71.13,5.84,5.33,6.21
2021-10-13,5.02,9.52,15.25,20.44,63.91,114.21,13.22,9.96,72.18,6.03,5.6,6.19
2021-10-14,5.02,10.0,15.32,20.28,64.78,115.95,13.51,9.72,73.54,5.9,5.52,6.88
2021-10-15,5.4,10.21,15.37,20.7,70.44,115.42,13.54,10.33,92.99,5.77,5.35,6.72
2021-10-16,5.33,10.1,15.09,20.33,68.01,114.3,13.85,9.97,87.63,5.78,5.48,6.72
2021-10-17,5.38,10.15,15.26,20.14,69.12,112.86,13.48,10.06,84.77,5.66,5.39,6.66
2021-10-18,5.43,9.88,15.71,19.86,67.84,111.81,13.34,9.83,86.08,5.56,5.3,6.7
2021-10-19,5.63,10.23,15.82,19.7,67.29,117.74,13.66,9.88,85.69,6.11,5.22,7.0
2021-10-20,5.78,10.99,16.24,20.45,76.32,133.06,14.34,10.61,89.31,6.27,5.46,7.46
2021-10-21,5.45,10.7,15.26,19.96,82.24,127.81,14.78,10.23,87.54,5.99,5.44,8.1
2021-10-22,5.31,10.48,15.53,20.12,84.73,136.39,15.75,10.39,88.22,5.94,5.67,7.78
2021-10-23,5.36,11.0,15.73,20.22,85.37,134.63,15.72,10.5,95.43,6.23,5.82,7.96
2021-10-24,5.33,10.77,15.42,19.79,87.32,129.26,15.51,10.1,91.39,5.98,5.54,8.21
2021-10-25,5.52,11.14,15.72,20.02,90.53,133.77,16.76,10.64,97.33,6.16,6.25,10.52
2021-10-26,5.28,10.9,15.49,19.95,86.28,136.99,16.51,10.73,100.86,7.51,6.23,10.52
2021-10-27,5.12,10.36,14.55,17.86,79.72,124.68,14.82,9.67,102.25,6.42,5.48,9.28
2021-10-28,5.3,11.31,15.95,18.55,84.37,134.1,15.47,9.99,124.14,6.63,5.63,9.71
2021-10-29,5.45,11.66,17.19,18.81,86.54,142.63,15.59,10.56,117.65,6.9,5.72,9.9
2021-10-30,5.42,11.41,17.13,18.26,84.55,135.24,14.99,10.21,108.79,6.51,5.55,8.96
2021-10-31,5.37,11.32,17.01,18.35,87.5,134.02,15.51,10.22,112.87,6.5,5.58,8.69
2021-11-01,5.33,11.41,17.87,18.2,88.08,137.63,15.62,11.94,110.71,6.51,5.59,8.67
2021-11-02,5.54,12.12,17.98,18.41,95.44,139.75,16.3,12.35,112.84,6.47,5.69,8.95
2021-11-03,5.51,12.15,18.43,19.26,105.11,149.82,18.19,12.74,118.61,6.72,5.9,9.37
2021-11-04,5.38,11.97,18.14,18.52,106.75,162.23,19.0,12.87,111.52,6.55,5.67,9.07
2021-11-05,5.34,11.82,19.7,18.52,102.03,155.89,17.85,12.38,110.33,6.42,5.62,8.87
2021-11-06,5.38,11.93,20.68,18.72,111.67,159.87,18.93,12.43,109.63,6.33,5.6,8.72
2021-11-07,5.54,12.18,21.06,18.88,107.85,157.88,21.07,12.48,109.74,6.24,5.69,8.83
2021-11-08,5.91,12.69,21.18,19.85,107.24,169.05,21.93,12.75,110.16,6.39,6.24,9.16
2021-11-09,5.86,12.49,20.57,21.18,103.22,156.81,21.25,12.12,103.23,6.25,5.93,9.72
2021-11-10,5.68,12.22,19.91,19.59,100.72,152.23,20.51,11.17,98.92,5.6,5.9,9.21
2021-11-11,5.67,12.46,20.37,19.42,100.82,157.59,21.15,11.34,102.05,5.75,6.16,10.3
2021-11-12,5.61,12.32,20.32,19.1,98.69,154.78,20.39,10.96,99.78,5.59,6.54,9.75
2021-11-13,5.64,12.26,21.05,19.15,104.34,162.58,23.46,11.24,101.81,5.67,6.33,9.53
2021-11-14,5.73,12.21,21.09,19.04,103.05,159.4,22.94,11.08,100.51,5.57,6.05,10.14
2021-11-15,5.57,12.04,20.54,18.83,102.83,150.24,22.57,10.69,98.48,5.49,5.77,9.47
2021-11-16,5.26,11.11,19.09,17.51,94.63,135.04,23.53,9.76,90.77,4.94,5.26,8.27
2021-11-17,5.28,11.32,18.74,17.53,94.55,135.0,25.89,10.21,95.26,5.13,5.06,8.05
2021-11-18,4.98,10.55,17.24,16.68,84.28,125.75,24.2,9.32,87.01,4.65,5.64,7.52
2021-11-19,5.09,11.34,18.84,17.41,93.01,132.38,26.94,9.85,94.39,4.91,5.73,8.06
2021-11-20,5.23,11.65,19.6,17.96,94.07,141.21,30.27,10.06,96.89,5.14,5.61,8.39
2021-11-21,5.14,11.25,18.94,17.15,99.63,135.89,30.92,10.02,93.05,5.39,5.58,8.27
2021-11-22,4.93,10.79,18.14,16.59,93.16,128.33,32.44,9.44,90.7,5.62,5.3,7.93
2021-11-23,5.04,11.45,19.16,16.35,95.8,133.35,29.78,9.74,101.84,5.59,5.6,8.53
2021-11-24,5.0,11.27,19.14,15.55,88.85,120.39,27.7,9.15,98.08,5.17,5.31,7.94
2021-11-25,5.16,11.94,20.72,15.65,90.71,136.01,28.67,9.43,112.05,5.19,5.56,7.93
2021-11-26,4.71,10.67,19.04,14.32,83.12,128.46,25.08,8.26,95.41,4.73,4.9,7.07
2021-11-27,4.79,10.81,19.45,14.42,83.3,137.08,27.32,8.4,93.84,4.67,5.11,7.11
2021-11-28,5.02,11.34,19.83,14.9,86.74,156.62,26.58,8.55,96.17,4.78,5.23,7.18
2021-11-29,5.06,11.74,20.22,14.96,88.2,161.27,28.98,8.87,105.75,4.91,5.41,7.21
2021-11-30,4.99,12.22,20.18,14.51,90.07,186.18,28.98,9.07,103.88,4.81,5.53,7.47
2021-12-01,5.01,12.1,20.34,14.45,99.26,199.78,28.77,8.79,116.69,4.65,5.98,7.27
2021-12-02,4.95,11.91,20.1,16.06,100.92,207.07,25.92,8.54,123.53,4.95,5.76,7.04
2021-12-03,4.69,11.13,19.3,14.53,91.45,198.29,26.07,8.05,132.09,5.73,5.33,7.8
2021-12-04,4.31,10.88,18.45,13.27,86.78,234.9,22.39,7.03,115.03,4.93,5.04,6.82
2021-12-05,4.33,11.09,18.1,12.88,84.91,212.9,20.79,6.77,119.37,4.3,5.39,6.28
2021-12-06,4.42,11.49,19.06,13.27,83.69,209.28,22.37,6.73,132.55,4.25,5.38,6.21
2021-12-07,4.43,11.37,18.77,12.88,82.19,214.76,21.55,7.29,136.5,4.24,5.14,6.49
2021-12-08,4.42,11.72,19.69,13.04,84.08,234.6,22.41,7.13,140.92,4.42,5.19,7.98
2021-12-09,4.16,10.84,18.49,12.04,78.26,207.62,20.55,6.43,121.36,3.92,4.72,8.33
2021-12-10,4.13,10.29,17.92,11.31,72.33,190.22,19.39,6.32,121.74,3.94,4.45,8.54
2021-12-11,4.32,10.79,18.3,12.64,74.34,187.87,20.81,6.64,124.43,4.26,4.66,9.93
2021-12-12,4.38,10.9,18.49,12.57,74.66,193.67,21.16,7.06,121.28,4.28,4.7,9.03
2021-12-13,4.09,9.99,16.89,11.43,67.03,165.4,19.02,6.2,105.74,3.8,4.03,7.78
2021-12-14,4.23,10.19,17.12,11.83,69.67,187.96,20.97,6.25,112.92,3.81,4.21,7.98
2021-12-15,4.28,10.61,17.54,12.24,77.09,192.46,24.35,6.48,123.85,3.9,4.35,8.42
2021-12-16,4.17,10.44,17.05,11.57,76.37,200.55,23.61,6.21,120.39,3.81,4.23,7.9
2021-12-17,4.04,10.23,17.03,11.37,75.8,204.78,26.64,5.89,123.77,3.7,4.11,7.19
2021-12-18,4.1,10.45,17.31,11.6,78.96,231.86,27.87,6.09,129.97,4.04,4.2,7.21
2021-12-19,4.09,10.36,17.17,11.61,77.72,244.13,25.87,5.92,129.22,3.87,4.13,7.71
2021-12-20,4.11,10.41,16.98,11.55,75.11,256.18,27.29,5.75,123.88,3.76,3.95,7.29
2021-12-21,4.28,10.6,17.13,11.95,77.6,272.58,29.63,6.01,138.06,4.12,4.14,7.91
2021-12-22,4.25,10.5,17.29,12.39,77.04,266.5,28.05,6.5,145.47,4.78,4.16,9.25
2021-12-23,4.45,10.85,17.79,13.76,82.07,294.69,29.19,6.96,156.05,4.95,4.48,11.73
2021-12-24,4.45,10.68,17.57,13.0,82.24,299.13,27.63,6.72,143.55,4.69,4.8,12.79
2021-12-25,4.41,10.81,17.75,13.57,83.38,307.02,27.64,6.89,153.56,5.18,4.8,13.02
2021-12-26,4.45,10.73,17.71,13.58,85.45,311.04,27.66,7.48,167.36,5.61,4.9,13.9
2021-12-27,4.44,10.65,18.27,14.15,84.5,283.81,27.37,7.4,158.64,5.18,5.07,12.61
2021-12-28,4.16,10.01,17.31,13.07,76.54,265.91,25.73,6.65,144.93,4.64,4.47,11.39
2021-12-29,4.07,9.58,16.67,12.43,73.67,262.67,24.78,6.4,143.97,4.88,4.83,12.74
2021-12-30,4.12,9.79,16.8,12.68,74.48,264.42,24.46,6.58,148.5,5.26,5.28,13.18
2021-12-31,4.04,9.7,16.57,12.21,73.37,266.8,26.3,6.37,146.78,5.65,5.06,12.49
2022-01-01,4.18,9.94,17.09,12.88,77.35,286.18,27.45,6.83,149.61,6.34,5.31,12.97
2022-01-02,4.14,10.1,17.21,12.86,76.15,279.24,27.19,7.09,148.36,6.2,5.1,12.3
2022-01-03,4.06,9.93,16.59,12.31,73.45,277.36,25.98,7.19,141.48,6.85,5.47,14.09
2022-01-04,4.01,9.99,16.42,12.22,72.42,263.85,24.83,6.85,137.54,7.34,5.1,13.69
2022-01-05,3.8,9.34,15.36,11.48,66.69,244.84,23.41,6.38,126.93,6.74,4.74,13.08
2022-01-06,3.77,8.99,15.31,11.95,64.87,244.72,22.86,6.38,130.91,6.99,4.77,13.61
2022-01-07,3.64,8.44,14.52,11.29,58.89,214.66,20.85,5.94,119.37,6.73,4.41,12.86
2022-01-08,3.65,8.13,13.93,11.03,61.37,208.93,20.17,5.73,115.44,6.26,4.22,11.81
2022-01-09,3.66,8.32,14.22,10.92,60.8,232.43,21.47,5.88,122.97,6.1,4.27,11.55
2022-01-10,3.66,8.14,13.76,10.49,58.67,216.8,20.29,5.66,120.42,6.61,4.15,13.22
2022-01-11,3.74,8.55,15.03,11.08,60.55,229.46,21.54,6.1,137.3,6.75,4.41,15.42
2022-01-12,3.84,8.9,15.81,12.25,65.42,255.63,23.08,6.53,139.47,7.02,4.57,15.02
2022-01-13,3.73,8.55,15.4,11.51,63.11,244.63,21.56,6.16,131.74,6.56,4.15,16.77
2022-01-14,3.77,8.73,15.88,12.07,63.13,254.47,21.73,6.63,135.83,7.06,4.21,17.26
2022-01-15,3.77,8.78,16.03,12.06,63.77,272.29,22.36,6.59,136.46,6.83,4.2,16.48
2022-01-16,3.77,8.84,16.16,13.17,63.91,271.98,22.18,6.62,135.67,7.62,4.36,17.22
2022-01-17,3.69,8.47,15.4,14.96,60.38,240.72,20.84,6.14,129.1,6.83,4.09,15.13
2022-01-18,3.71,8.34,15.28,13.62,61.0,252.06,20.68,6.01,123.36,6.68,4.02,15.13
2022-01-19,3.65,8.14,14.97,12.48,58.41,253.26,19.86,5.75,118.08,6.46,3.86,13.86
2022-01-20,3.56,7.92,14.26,11.75,55.06,241.42,19.07,5.49,114.01,6.8,3.54,13.04
2022-01-21,3.19,6.78,12.44,10.46,48.49,202.17,15.88,4.7,98.84,6.04,3.14,11.31
2022-01-22,3.07,6.37,11.61,10.0,40.85,196.29,14.38,4.36,89.39,5.11,2.9,9.75
2022-01-23,3.17,6.7,12.45,10.5,43.1,217.89,15.59,4.5,94.09,6.04,3.02,10.0
2022-01-24,3.21,6.44,12.04,9.95,39.71,206.15,15.16,4.31,87.66,6.29,2.78,9.16
2022-01-25,3.24,6.49,12.49,9.74,40.9,196.32,16.36,4.38,90.68,6.26,2.81,10.37
2022-01-26,3.22,6.5,12.16,10.06,39.79,183.46,15.84,4.32,92.51,5.65,2.81,9.66
2022-01-27,3.25,6.4,12.64,9.73,38.67,169.14,15.56,4.33,92.46,5.24,2.86,9.01
2022-01-28,3.3,6.72,12.51,9.79,39.45,157.35,16.12,4.38,97.32,5.15,2.92,9.2
2022-01-29,3.34,6.87,12.62,9.89,41.54,159.0,17.29,4.48,98.65,5.07,2.96,9.44
2022-01-30,3.32,6.87,12.23,9.67,40.29,144.56,16.34,4.34,93.32,4.75,2.88,8.86
2022-01-31,3.37,7.09,12.14,9.82,42.98,162.78,16.8,4.63,95.53,4.9,2.9,9.5
2022-02-01,3.39,7.36,12.45,10.23,47.53,162.93,17.63,4.68,95.87,5.04,2.95,9.58
2022-02-02,3.23,7.08,11.9,9.59,44.01,148.48,16.31,4.48,89.52,4.6,2.82,9.28
2022-02-03,3.27,7.12,12.07,9.9,43.99,159.7,16.46,4.52,90.51,5.18,2.85,9.37
2022-02-04,3.64,7.91,12.95,10.64,48.65,168.43,18.71,4.9,98.62,5.43,3.04,11.1
2022-02-05,3.62,7.95,13.42,10.51,49.14,172.94,18.53,5.1,99.59,5.37,3.06,10.96
2022-02-06,3.71,8.07,13.62,10.67,49.8,175.1,18.99,5.23,101.17,5.46,3.13,11.54
2022-02-07,3.84,8.29,14.05,11.2,50.78,185.58,20.01,5.34,117.44,5.52,3.27,11.55
2022-02-08,3.86,8.23,13.23,10.98,49.01,178.82,20.77,5.18,113.0,5.31,3.12,10.93
2022-02-09,3.89,8.57,13.71,11.16,49.24,179.73,21.66,5.24,118.56,5.4,3.16,11.12
2022-02-10,3.81,8.11,13.45,10.75,45.87,163.01,21.92,4.9,110.33,5.08,2.99,10.08
2022-02-11,3.71,7.73,12.97,10.08,41.68,157.24,19.66,4.53,99.82,4.64,2.8,9.28
2022-02-12,3.7,7.7,13.08,9.89,41.44,162.82,19.55,4.5,98.96,4.72,2.8,9.23
2022-02-13,3.68,7.58,12.9,9.73,40.1,161.31,18.74,4.48,96.52,4.57,2.73,8.88
2022-02-14,3.72,7.73,13.08,9.8,41.62,167.98,19.68,4.47,96.35,4.74,2.74,9.02
2022-02-15,3.9,8.41,14.02,10.34,45.58,177.47,22.36,4.82,108.88,5.06,2.96,9.84
2022-02-16,3.84,8.24,13.85,10.11,44.0,175.02,22.92,4.72,106.83,4.97,2.98,9.59
2022-02-17,3.55,7.64,13.05,9.53,40.4,157.05,21.22,4.34,96.66,4.9,2.74,8.93
2022-02-18,3.5,7.34,12.94,9.29,38.82,158.03,20.12,4.26,92.67,4.69,2.73,8.78
2022-02-21,3.24,6.78,11.56,8.0,35.84,156.57,16.84,3.87,81.75,4.16,2.39,7.31
2022-02-22,3.35,6.96,12.13,8.29,37.32,170.94,17.9,3.97,85.07,4.33,2.47,7.66
2022-02-23,3.26,6.81,11.85,8.09,36.54,186.1,17.67,3.82,83.56,4.39,2.39,7.31
2022-02-24,3.36,6.85,11.71,7.97,38.6,203.48,18.37,3.86,83.84,4.34,2.37,7.26
2022-02-25,3.43,7.31,12.16,8.39,40.06,228.34,19.48,4.12,90.26,4.76,2.53,7.64
2022-02-26,3.42,7.34,12.11,8.28,38.97,243.97,19.67,4.31,88.2,5.21,2.62,7.79
2022-02-27,3.3,6.91,11.67,8.0,36.98,226.58,18.05,4.18,84.51,4.67,2.43,7.27
2022-02-28,3.78,7.71,12.82,8.99,43.06,285.26,20.33,4.53,93.9,5.47,2.65,8.34
2022-03-01,3.89,7.86,13.25,8.99,42.61,280.06,20.89,4.51,94.35,5.43,2.61,10.09
2022-03-02,3.84,7.78,13.27,8.77,43.49,288.19,20.05,4.45,95.21,5.63,2.5,9.48
